1st Travel Date,Airline,Booking Source,Passenger Last Name First Initial,Days in Advance (buckets),Purchased Date (week),Ticket Price - Total Paid,[Ticket Price] = [Total Paid],Is Less Than Days in Advance Threshold?,Days in Advance,Itinerary Source,Passenger Name,Purchased Date,Record Locator,Rule Class,Ticket Number,Ticket Price,Total Paid,Travel Configuration
4/15/2013,Alaska Airlines,Sabre,MoodyK,< Threshold,4/7/2013,0,TRUE,TRUE,8,Concur Travel,"Moody, Kasey",4/7/2013,JNFBMY,Default Travel Class,2.77E+11,384,384,OA Consulting
4/18/2013,Alaska Airlines,Sabre,HodgesD,< Threshold,4/7/2013,0,TRUE,TRUE,8,Concur Travel,"Hodges, Donte",4/10/2013,BKOSWB,Default Travel Class,2.77E+11,410,410,OA Consulting
4/23/2013,Alaska Airlines,Sabre,WhitneyI,< Threshold,4/14/2013,0,TRUE,TRUE,8,Concur Travel,"Whitney, Isaiah",4/15/2013,DWSFEC,Default Travel Class,2.77E+11,196,196,OA Consulting
6/9/2013,Alaska Airlines,Sabre,JacobsonV,< Threshold,5/26/2013,0,TRUE,TRUE,8,Concur Travel,"Jacobson, Valentina",6/1/2013,FMHCEE,Default Travel Class,2.77E+11,222,222,OA Consulting
6/19/2013,Alaska Airlines,Sabre,DuncanA,< Threshold,6/9/2013,0,TRUE,TRUE,8,Concur Travel,"Duncan, Amirah",6/11/2013,AKJCZZ,Default Travel Class,2.77E+11,650,650,OA Consulting
,Alaska Airlines,Sabre,BaileyR,< Threshold,1/6/2013,0,TRUE,TRUE,9,Concur Travel,"Bailey, Roselyn",1/6/2013,HDVNAS,Default Travel Class,2.72E+11,0,0,OA Consulting
2/19/2013,Alaska Airlines,Sabre,MahoneyM,< Threshold,2/10/2013,0,TRUE,TRUE,9,Concur Travel,"Mahoney, Mckinley",2/10/2013,HKCQOR,Default Travel Class,2.77E+11,454,454,OA Consulting
,Alaska Airlines,Sabre,TannerR,< Threshold,3/10/2013,0,TRUE,TRUE,9,Concur Travel,"Tanner, Reilly",3/13/2013,EGYPYH,Default Travel Class,2.72E+11,0,0,OA Consulting
4/15/2013,Alaska Airlines,Sabre,BushK,< Threshold,3/31/2013,0,TRUE,TRUE,9,Concur Travel,"Bush, Kiersten",4/6/2013,NEKVSX,Default Travel Class,2.77E+11,860,860,OA Consulting
4/18/2013,Alaska Airlines,Sabre,WoodC,< Threshold,4/7/2013,0,TRUE,TRUE,9,Concur Travel,"Wood, Crystal",4/10/2013,BYKEBV,Default Travel Class,2.77E+11,383,383,OA Consulting
5/23/2013,Alaska Airlines,Sabre,RiversK,< Threshold,5/12/2013,0,TRUE,TRUE,9,Concur Travel,"Rivers, Karley",5/15/2013,LLOTUW,Default Travel Class,2.77E+11,538,538,OA Consulting
5/22/2013,Alaska Airlines,Sabre,HodgesD,< Threshold,5/19/2013,305.8,FALSE,TRUE,9,Concur Travel,"Hodges, Donte",5/21/2013,HCOJHP,Default Travel Class,2.77E+11,464,158,OA Consulting
5/31/2013,Alaska Airlines,Sabre,SchroederJ,< Threshold,5/19/2013,0,TRUE,TRUE,9,Concur Travel,"Schroeder, Josiah",5/22/2013,GLQOCR,Default Travel Class,2.77E+11,580,580,OA Consulting
6/30/2013,Alaska Airlines,Sabre,RamseyJ,< Threshold,6/16/2013,249.43,FALSE,TRUE,9,Concur Travel,"Ramsey, Jadon",6/21/2013,ONTOFQ,Default Travel Class,2.77E+11,434,184,OA Consulting
8/26/2013,Alaska Airlines,Sabre,WoodC,< Threshold,8/18/2013,0,TRUE,TRUE,9,Concur Travel,"Wood, Crystal",8/18/2013,CHRLVR,Default Travel Class,2.77E+11,635,635,OA Consulting
11/12/2013,Alaska Airlines,Sabre,WoodL,< Threshold,11/3/2013,0,TRUE,TRUE,9,Concur Travel,"Wood, Livia",11/3/2013,JGTNSM,Default Travel Class,2.77E+11,201,201,OA Consulting
11/20/2013,Alaska Airlines,Sabre,BushK,< Threshold,11/10/2013,0,TRUE,TRUE,9,Concur Travel,"Bush, Kiersten",11/11/2013,NNILIO,Default Travel Class,2.77E+11,476,476,OA Consulting
3/3/2013,Alaska Airlines,Sabre,FoleyA,< Threshold,2/17/2013,0,TRUE,TRUE,10,Concur Travel,"Foley, Amy",2/21/2013,GTPSBS,Default Travel Class,2.77E+11,960,960,OA Consulting
4/8/2013,Alaska Airlines,Sabre,KnightS,< Threshold,3/24/2013,0,TRUE,TRUE,10,Concur Travel,"Knight, Shirley",3/29/2013,EIMJKR,Default Travel Class,2.77E+11,626,626,OA Consulting
4/22/2013,Alaska Airlines,Sabre,WallB,< Threshold,4/7/2013,0,TRUE,TRUE,10,Concur Travel,"Wall, Brittany",4/12/2013,DAURHH,Default Travel Class,2.77E+11,343,343,OA Consulting
6/2/2013,Alaska Airlines,Sabre,SharpS,< Threshold,5/19/2013,0,TRUE,TRUE,10,Concur Travel,"Sharp, Sandra",5/23/2013,KWTXAF,Default Travel Class,2.77E+11,353,353,OA Consulting
,Alaska Airlines,Sabre,HatfieldA,< Threshold,6/2/2013,0,TRUE,TRUE,10,Concur Travel,"Hatfield, Ashtyn",6/2/2013,ZWUNSV,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,ReynoldsT,< Threshold,6/2/2013,0,TRUE,TRUE,10,Concur Travel,"Reynolds, Tyshawn",6/2/2013,KYUINN,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,ReynoldsT,< Threshold,6/2/2013,0,TRUE,TRUE,10,Concur Travel,"Reynolds, Tyshawn",6/4/2013,KYUINN,Default Travel Class,2.72E+11,0,0,OA Consulting
7/22/2013,Alaska Airlines,Sabre,RiceY,< Threshold,7/7/2013,0,TRUE,TRUE,10,Concur Travel,"Rice, Yosef",7/12/2013,YFOAAL,Default Travel Class,2.77E+11,576,576,OA Consulting
8/3/2013,Alaska Airlines,Sabre,VazquezE,< Threshold,7/21/2013,0,TRUE,TRUE,10,Concur Travel,"Vazquez, Emmanuel",7/25/2013,IKGYCE,Default Travel Class,2.77E+11,368,368,OA Consulting
8/29/2013,Alaska Airlines,Sabre,MccartyJ,< Threshold,8/18/2013,0,TRUE,TRUE,10,Concur Travel,"Mccarty, Jared",8/19/2013,KVUPPW,Default Travel Class,2.77E+11,523,523,OA Consulting
10/10/2013,Alaska Airlines,Sabre,KleinJ,< Threshold,9/29/2013,0,TRUE,TRUE,10,Concur Travel,"Klein, Jack",9/30/2013,BAQYYT,Default Travel Class,2.77E+11,658,658,OA Consulting
,Alaska Airlines,Sabre,MccannJ,< Threshold,2/3/2013,0,TRUE,TRUE,11,Concur Travel,"Mccann, Janet",2/9/2013,IITDTJ,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,EatonT,< Threshold,3/10/2013,0,TRUE,TRUE,11,Concur Travel,"Eaton, Tomas",3/15/2013,KEIIBE,Default Travel Class,2.72E+11,0,0,OA Consulting
4/23/2013,Alaska Airlines,Sabre,BushK,< Threshold,4/7/2013,0,TRUE,TRUE,11,Concur Travel,"Bush, Kiersten",4/12/2013,PZBYTT,Default Travel Class,2.77E+11,388,388,OA Consulting
6/9/2013,Alaska Airlines,Sabre,DelacruzL,< Threshold,5/26/2013,0,TRUE,TRUE,11,Concur Travel,"Delacruz, Laney",5/29/2013,LGFDXX,Default Travel Class,2.77E+11,681,681,OA Consulting
,Alaska Airlines,Sabre,DelacruzL,< Threshold,6/9/2013,0,TRUE,TRUE,11,Concur Travel,"Delacruz, Laney",6/9/2013,LGFDXX,Default Travel Class,2.72E+11,0,0,OA Consulting
8/20/2013,Alaska Airlines,Sabre,FinleyS,< Threshold,8/4/2013,681.8,FALSE,TRUE,11,Concur Travel,"Finley, Sofia",8/9/2013,ZGXYGV,Default Travel Class,2.77E+11,757,75,OA Consulting
10/1/2013,Alaska Airlines,Sabre,SharpS,< Threshold,9/15/2013,0,TRUE,TRUE,11,Concur Travel,"Sharp, Sandra",9/20/2013,TNDNZO,Default Travel Class,2.77E+11,220,220,OA Consulting
10/19/2013,Alaska Airlines,Sabre,NormanA,< Threshold,10/6/2013,0,TRUE,TRUE,11,Concur Travel,"Norman, Asher",10/8/2013,WMRYSL,Default Travel Class,2.77E+11,591,591,OA Consulting
10/25/2013,Alaska Airlines,Sabre,NavarroL,< Threshold,10/13/2013,0,TRUE,TRUE,11,Concur Travel,"Navarro, Landen",10/14/2013,YPILWI,Default Travel Class,2.77E+11,350,350,OA Consulting
4/1/2013,Alaska Airlines,Sabre,StantonD,< Threshold,3/17/2013,0,TRUE,TRUE,12,Concur Travel,"Stanton, Dexter",3/20/2013,EDUBSM,Default Travel Class,2.77E+11,545,545,OA Consulting
8/5/2013,Alaska Airlines,Sabre,CunninghamK,< Threshold,7/21/2013,0,TRUE,TRUE,12,Concur Travel,"Cunningham, Kamron",7/24/2013,FIVNRL,Default Travel Class,2.77E+11,694,694,OA Consulting
8/13/2013,Alaska Airlines,Sabre,BushK,< Threshold,7/28/2013,0,TRUE,TRUE,12,Concur Travel,"Bush, Kiersten",8/1/2013,HJJNZC,Default Travel Class,2.77E+11,731,731,OA Consulting
10/6/2013,Alaska Airlines,Sabre,BaxterL,< Threshold,9/22/2013,0,TRUE,TRUE,12,Concur Travel,"Baxter, Lamar",9/24/2013,MDSXWN,Default Travel Class,2.77E+11,385,385,OA Consulting
10/13/2013,Alaska Airlines,Sabre,GouldE,< Threshold,9/29/2013,0,TRUE,TRUE,12,Concur Travel,"Gould, Evelin",10/1/2013,DLPHND,Default Travel Class,2.77E+11,329,329,OA Consulting
10/23/2013,Alaska Airlines,Sabre,DelacruzL,< Threshold,10/6/2013,246.3,FALSE,TRUE,12,Concur Travel,"Delacruz, Laney",10/11/2013,RJXTXY,Default Travel Class,2.77E+11,356,110,OA Consulting
11/10/2013,Alaska Airlines,Sabre,HornB,< Threshold,10/27/2013,0,TRUE,TRUE,12,Concur Travel,"Horn, Bailey",10/29/2013,RHKTGA,Default Travel Class,2.77E+11,498,498,OA Consulting
11/11/2013,Alaska Airlines,Sabre,PattersonA,< Threshold,10/27/2013,0,TRUE,TRUE,12,Concur Travel,"Patterson, Audrina",10/30/2013,ORTRCT,Default Travel Class,2.77E+11,509,509,OA Consulting
,Alaska Airlines,Sabre,HornB,< Threshold,11/10/2013,0,TRUE,TRUE,12,Concur Travel,"Horn, Bailey",11/10/2013,RHKTGA,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,HornB,< Threshold,11/10/2013,0,TRUE,TRUE,12,Concur Travel,"Horn, Bailey",11/16/2013,RHKTGA,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,WallsS,< Threshold,11/17/2013,0,TRUE,TRUE,12,Concur Travel,"Walls, Steven",11/21/2013,ZTUHHY,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,WallsS,< Threshold,11/17/2013,0,TRUE,TRUE,12,Concur Travel,"Walls, Steven",11/21/2013,ZTUHHY,Default Travel Class,2.72E+11,0,0,OA Consulting
2/11/2013,Alaska Airlines,Sabre,HarrisS,< Threshold,1/27/2013,0,TRUE,TRUE,13,Concur Travel,"Harris, Santino",1/29/2013,NEOCUF,Default Travel Class,2.77E+11,402,402,OA Consulting
3/11/2013,Alaska Airlines,Sabre,DodsonO,< Threshold,2/24/2013,0,TRUE,TRUE,13,Concur Travel,"Dodson, Olivia",2/26/2013,GKCGPH,Default Travel Class,2.77E+11,293,293,OA Consulting
3/24/2013,Alaska Airlines,Sabre,MartinK,< Threshold,3/10/2013,0,TRUE,TRUE,13,Concur Travel,"Martin, Kate",3/11/2013,NXNMVF,Default Travel Class,2.77E+11,570,570,OA Consulting
4/14/2013,Alaska Airlines,Sabre,ValdezJ,< Threshold,3/31/2013,0,TRUE,TRUE,13,Concur Travel,"Valdez, Jayson",4/1/2013,LWFGQE,Default Travel Class,2.77E+11,694,694,OA Consulting
,Alaska Airlines,Sabre,ValdezJ,< Threshold,4/14/2013,0,TRUE,TRUE,13,Concur Travel,"Valdez, Jayson",4/14/2013,LWFGQE,Default Travel Class,2.72E+11,0,0,OA Consulting
5/28/2013,Alaska Airlines,Sabre,GrahamL,< Threshold,5/12/2013,0,TRUE,TRUE,13,Concur Travel,"Graham, Layla",5/15/2013,PICCUV,Default Travel Class,2.77E+11,559,559,OA Consulting
8/12/2013,Alaska Airlines,Sabre,FinleyS,< Threshold,7/28/2013,0,TRUE,TRUE,13,Concur Travel,"Finley, Sofia",7/30/2013,GQMJMJ,Default Travel Class,2.77E+11,342,342,OA Consulting
,Alaska Airlines,Sabre,HornB,< Threshold,8/4/2013,0,TRUE,TRUE,13,Concur Travel,"Horn, Bailey",8/10/2013,DGTNBH,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,HortonJ,< Threshold,8/18/2013,0,TRUE,TRUE,13,Concur Travel,"Horton, Joselyn",8/23/2013,YYXXHZ,Default Travel Class,2.72E+11,0,0,OA Consulting
9/30/2013,Alaska Airlines,Sabre,EatonT,< Threshold,9/15/2013,0,TRUE,TRUE,13,Concur Travel,"Eaton, Tomas",9/17/2013,LONABR,Default Travel Class,2.77E+11,208,208,OA Consulting
11/12/2013,Alaska Airlines,Sabre,SuarezR,< Threshold,10/27/2013,0,TRUE,TRUE,13,Concur Travel,"Suarez, Reyna",10/30/2013,QDOWBO,Default Travel Class,2.77E+11,491,491,OA Consulting
,Alaska Airlines,Sabre,RiceY,< Threshold,11/10/2013,0,TRUE,TRUE,13,Concur Travel,"Rice, Yosef",11/12/2013,ILVNZZ,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,RiceY,< Threshold,11/10/2013,0,TRUE,TRUE,13,Concur Travel,"Rice, Yosef",11/13/2013,ILVNZZ,Default Travel Class,2.72E+11,0,0,OA Consulting
3/6/2013,Alaska Airlines,Sabre,AyalaI,< Threshold,2/17/2013,0,TRUE,TRUE,14,Concur Travel,"Ayala, Isaias",2/20/2013,IYVRQF,Default Travel Class,2.77E+11,204,204,OA Consulting
3/25/2013,Alaska Airlines,Sabre,BushK,< Threshold,3/10/2013,0,TRUE,TRUE,14,Concur Travel,"Bush, Kiersten",3/11/2013,AMNNWT,Default Travel Class,2.77E+11,501,501,OA Consulting
7/29/2013,Alaska Airlines,Sabre,SharpS,< Threshold,7/14/2013,0,TRUE,TRUE,14,Concur Travel,"Sharp, Sandra",7/15/2013,LEZBBL,Default Travel Class,2.77E+11,762,762,OA Consulting
,Alaska Airlines,Sabre,OwenH,< Threshold,9/29/2013,0,TRUE,TRUE,14,Concur Travel,"Owen, Haleigh",10/1/2013,BDPOKE,Default Travel Class,2.72E+11,0,0,OA Consulting
10/22/2013,Alaska Airlines,Sabre,RiceY,< Threshold,10/6/2013,0,TRUE,TRUE,14,Concur Travel,"Rice, Yosef",10/8/2013,CPRDYP,Default Travel Class,2.77E+11,241,241,OA Consulting
,Alaska Airlines,Sabre,RiceY,< Threshold,10/20/2013,0,TRUE,TRUE,14,Concur Travel,"Rice, Yosef",10/25/2013,CPRDYP,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,OwenH,< Threshold,10/27/2013,0,TRUE,TRUE,14,Concur Travel,"Owen, Haleigh",10/31/2013,BDPOKE,Default Travel Class,2.72E+11,0,0,OA Consulting
5/5/2013,Alaska Airlines,Sabre,StephensE,2.1-4 wks,4/14/2013,0,TRUE,FALSE,15,Concur Travel,"Stephens, Edwin",4/20/2013,OQMTQZ,Default Travel Class,2.77E+11,313,313,OA Consulting
,Alaska Airlines,Sabre,StephensE,2.1-4 wks,5/5/2013,0,TRUE,FALSE,15,Concur Travel,"Stephens, Edwin",5/5/2013,OQMTQZ,Default Travel Class,2.72E+11,0,0,OA Consulting
6/25/2013,Alaska Airlines,Sabre,VazquezE,2.1-4 wks,6/23/2013,190.8,FALSE,FALSE,15,Concur Travel,"Vazquez, Emmanuel",6/24/2013,ETJLFP,Default Travel Class,2.77E+11,628,437,OA Consulting
8/4/2013,Alaska Airlines,Sabre,GrahamL,2.1-4 wks,7/14/2013,163.8,FALSE,FALSE,15,Concur Travel,"Graham, Layla",7/20/2013,PODQSM,Default Travel Class,2.77E+11,572,408,OA Consulting
,Alaska Airlines,Sabre,BaileyR,2.1-4 wks,1/13/2013,0,TRUE,FALSE,16,Concur Travel,"Bailey, Roselyn",1/13/2013,ZMMMLV,Default Travel Class,2.72E+11,0,0,OA Consulting
2/5/2013,Alaska Airlines,Sabre,ManningM,2.1-4 wks,1/20/2013,0,TRUE,FALSE,16,Concur Travel,"Manning, Maribel",1/20/2013,NJGULD,Default Travel Class,2.77E+11,74,74,OA Consulting
2/6/2013,Alaska Airlines,Sabre,RhodesA,2.1-4 wks,1/20/2013,0,TRUE,FALSE,16,Concur Travel,"Rhodes, Aniyah",1/21/2013,PGBYCU,Default Travel Class,2.77E+11,176,176,OA Consulting
3/11/2013,Alaska Airlines,Sabre,WyattR,2.1-4 wks,2/17/2013,0,TRUE,FALSE,16,Concur Travel,"Wyatt, Roberto",2/23/2013,FDMLDS,Default Travel Class,2.77E+11,334,334,OA Consulting
4/3/2013,Alaska Airlines,Sabre,BeckD,2.1-4 wks,3/17/2013,0,TRUE,FALSE,16,Concur Travel,"Beck, Dax",3/18/2013,IYTHHR,Default Travel Class,2.77E+11,421,421,OA Consulting
4/3/2013,Alaska Airlines,Sabre,GlennB,2.1-4 wks,3/24/2013,374.7,FALSE,FALSE,16,Concur Travel,"Glenn, Boston",3/29/2013,JEGVTZ,Default Travel Class,2.77E+11,492,117,OA Consulting
9/13/2013,Alaska Airlines,Sabre,FinleyS,2.1-4 wks,8/25/2013,0,TRUE,FALSE,16,Concur Travel,"Finley, Sofia",8/28/2013,GSNPBO,Default Travel Class,2.77E+11,262,262,OA Consulting
11/17/2013,Alaska Airlines,Sabre,PattersonA,2.1-4 wks,10/27/2013,0,TRUE,FALSE,16,Concur Travel,"Patterson, Audrina",11/1/2013,PDZTOA,Default Travel Class,2.77E+11,272,272,OA Consulting
5/17/2013,Alaska Airlines,Sabre,MartinK,2.1-4 wks,4/28/2013,0,TRUE,FALSE,17,Concur Travel,"Martin, Kate",4/30/2013,LVXFMT,Default Travel Class,2.77E+11,371,371,OA Consulting
10/14/2013,Alaska Airlines,Sabre,SharpS,2.1-4 wks,9/22/2013,0,TRUE,FALSE,17,Concur Travel,"Sharp, Sandra",9/27/2013,VWFVJX,Default Travel Class,2.77E+11,448,448,OA Consulting
,Alaska Airlines,Sabre,DelacruzL,2.1-4 wks,9/29/2013,0,TRUE,FALSE,17,Concur Travel,"Delacruz, Laney",9/30/2013,RQZOPI,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,DelacruzL,2.1-4 wks,9/29/2013,0,TRUE,FALSE,17,Concur Travel,"Delacruz, Laney",10/4/2013,RQZOPI,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,HuntM,2.1-4 wks,10/6/2013,0,TRUE,FALSE,17,Concur Travel,"Hunt, Micah",10/6/2013,LMQCYW,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,HuntM,2.1-4 wks,10/6/2013,0,TRUE,FALSE,17,Concur Travel,"Hunt, Micah",10/12/2013,LMQCYW,Default Travel Class,2.72E+11,0,0,OA Consulting
3/12/2013,Alaska Airlines,Sabre,StewartH,2.1-4 wks,2/17/2013,0,TRUE,FALSE,18,Concur Travel,"Stewart, Haylee",2/22/2013,AJLXRW,Default Travel Class,2.77E+11,321,321,OA Consulting
4/1/2013,Alaska Airlines,Sabre,FreyM,2.1-4 wks,3/10/2013,0,TRUE,FALSE,19,Concur Travel,"Frey, Melanie",3/13/2013,PLKUPT,Default Travel Class,2.77E+11,366,366,OA Consulting
4/8/2013,Alaska Airlines,Sabre,StantonD,2.1-4 wks,3/17/2013,0,TRUE,FALSE,19,Concur Travel,"Stanton, Dexter",3/20/2013,EDLJQE,Default Travel Class,2.77E+11,484,484,OA Consulting
,Alaska Airlines,Sabre,FreyM,2.1-4 wks,3/31/2013,0,TRUE,FALSE,19,Concur Travel,"Frey, Melanie",4/5/2013,PLKUPT,Default Travel Class,2.72E+11,0,0,OA Consulting
5/27/2013,Alaska Airlines,Sabre,SuarezR,2.1-4 wks,5/5/2013,0,TRUE,FALSE,19,Concur Travel,"Suarez, Reyna",5/8/2013,LMJQNY,Default Travel Class,2.77E+11,333,333,OA Consulting
8/13/2013,Alaska Airlines,Sabre,CardenasY,2.1-4 wks,7/21/2013,0,TRUE,FALSE,19,Concur Travel,"Cardenas, Yahir",7/25/2013,DVGBLP,Default Travel Class,2.77E+11,135,135,OA Consulting
8/18/2013,Alaska Airlines,Sabre,BowenS,2.1-4 wks,8/4/2013,332.8,FALSE,FALSE,19,Concur Travel,"Bowen, Skylar",8/6/2013,DZRYLO,Default Travel Class,2.77E+11,608,275,OA Consulting
8/28/2013,Alaska Airlines,Sabre,SuarezR,2.1-4 wks,8/11/2013,287.8,FALSE,FALSE,19,Concur Travel,"Suarez, Reyna",8/13/2013,YAUKCO,Default Travel Class,2.77E+11,412,124,OA Consulting
,Alaska Airlines,Sabre,BowenS,2.1-4 wks,8/18/2013,0,TRUE,FALSE,19,Concur Travel,"Bowen, Skylar",8/18/2013,DZRYLO,Default Travel Class,2.72E+11,0,0,OA Consulting
10/7/2013,Alaska Airlines,Sabre,VazquezE,2.1-4 wks,9/22/2013,282.8,FALSE,FALSE,19,Concur Travel,"Vazquez, Emmanuel",9/23/2013,HFNKXG,Default Travel Class,2.77E+11,358,75,OA Consulting
,Alaska Airlines,Sabre,MaldonadoA,2.1-4 wks,1/6/2013,0,TRUE,FALSE,20,Concur Travel,"Maldonado, Alonzo",1/12/2013,ONGGYR,Default Travel Class,2.72E+11,0,0,OA Consulting
3/18/2013,Alaska Airlines,Sabre,PattersonA,2.1-4 wks,2/24/2013,0,TRUE,FALSE,20,Concur Travel,"Patterson, Audrina",2/26/2013,CEAJPH,Default Travel Class,2.77E+11,610,610,OA Consulting
,Alaska Airlines,Sabre,BassF,2.1-4 wks,4/21/2013,0,TRUE,FALSE,20,Concur Travel,"Bass, Felicity",4/26/2013,BBXRXQ,Default Travel Class,2.72E+11,0,0,OA Consulting
7/16/2013,Alaska Airlines,Sabre,CunninghamK,2.1-4 wks,6/23/2013,0,TRUE,FALSE,20,Concur Travel,"Cunningham, Kamron",6/26/2013,NHIPRI,Default Travel Class,2.77E+11,970,970,OA Consulting
10/14/2013,Alaska Airlines,Sabre,KingC,2.1-4 wks,9/22/2013,0,TRUE,FALSE,20,Concur Travel,"King, Cooper",9/24/2013,YNQXOL,Default Travel Class,2.77E+11,416,416,OA Consulting
4/3/2013,Alaska Airlines,Sabre,FerrellA,2.1-4 wks,3/10/2013,0,TRUE,FALSE,21,Concur Travel,"Ferrell, Andreas",3/13/2013,HLXBTO,Default Travel Class,2.77E+11,433,433,OA Consulting
4/21/2013,Alaska Airlines,Sabre,KellerC,2.1-4 wks,3/31/2013,0,TRUE,FALSE,21,Concur Travel,"Keller, Cristian",3/31/2013,EOIFQG,Default Travel Class,2.77E+11,694,694,OA Consulting
4/29/2013,Alaska Airlines,Sabre,ConnerC,2.1-4 wks,4/7/2013,0,TRUE,FALSE,21,Concur Travel,"Conner, Chana",4/8/2013,OQZYAV,Default Travel Class,2.77E+11,843,843,OA Consulting
,Alaska Airlines,Sabre,KellerC,2.1-4 wks,4/21/2013,0,TRUE,FALSE,21,Concur Travel,"Keller, Cristian",4/21/2013,EOIFQG,Default Travel Class,2.72E+11,0,0,OA Consulting
5/16/2013,Alaska Airlines,Sabre,PriceJ,2.1-4 wks,4/21/2013,0,TRUE,FALSE,21,Concur Travel,"Price, Jonathon",4/25/2013,HKEOJQ,Default Travel Class,2.77E+11,762,762,OA Consulting
,Alaska Airlines,Sabre,KellerC,2.1-4 wks,4/21/2013,0,TRUE,FALSE,21,Concur Travel,"Keller, Cristian",4/26/2013,EOIFQG,Default Travel Class,2.72E+11,0,0,OA Consulting
6/20/2013,Alaska Airlines,Sabre,ToddH,2.1-4 wks,5/26/2013,0,TRUE,FALSE,21,Concur Travel,"Todd, Hope",5/30/2013,FPQKYE,Default Travel Class,2.77E+11,458,458,OA Consulting
,Alaska Airlines,Sabre,ManningM,2.1-4 wks,3/10/2013,0,TRUE,FALSE,22,Concur Travel,"Manning, Maribel",3/12/2013,MTXVVJ,Default Travel Class,2.77E+11,0,0,OA Consulting
6/20/2013,Alaska Airlines,Sabre,BanksL,2.1-4 wks,5/26/2013,0,TRUE,FALSE,22,Concur Travel,"Banks, Lina",5/29/2013,JZKLZT,Default Travel Class,2.77E+11,169,169,OA Consulting
7/2/2013,Alaska Airlines,Sabre,EatonT,2.1-4 wks,6/9/2013,0,TRUE,FALSE,22,Concur Travel,"Eaton, Tomas",6/10/2013,NEOHCO,Default Travel Class,2.77E+11,410,410,OA Consulting
7/9/2013,Alaska Airlines,Sabre,PatrickT,2.1-4 wks,6/16/2013,0,TRUE,FALSE,22,Concur Travel,"Patrick, Tyrone",6/17/2013,ZYGGKD,Default Travel Class,2.77E+11,684,684,OA Consulting
10/11/2013,Alaska Airlines,Sabre,CrosbyA,2.1-4 wks,9/15/2013,0,TRUE,FALSE,22,Concur Travel,"Crosby, Abdiel",9/19/2013,NSRKOI,Default Travel Class,2.77E+11,79,79,OA Consulting
4/3/2013,Alaska Airlines,Sabre,MatthewsK,2.1-4 wks,3/10/2013,0,TRUE,FALSE,23,Concur Travel,"Matthews, Kyra",3/11/2013,EQYJES,Default Travel Class,2.77E+11,79,79,OA Consulting
3/11/2013,Alaska Airlines,Sabre,ClayD,2.1-4 wks,2/10/2013,0,TRUE,FALSE,24,Concur Travel,"Clay, Deacon",2/15/2013,IOTQUH,Default Travel Class,2.77E+11,389,389,OA Consulting
3/11/2013,Alaska Airlines,Sabre,PerkinsE,2.1-4 wks,2/10/2013,0,TRUE,FALSE,24,Concur Travel,"Perkins, Estrella",2/15/2013,IKDURP,Default Travel Class,2.77E+11,502,502,OA Consulting
3/11/2013,Alaska Airlines,Sabre,StoneJ,2.1-4 wks,2/10/2013,0,TRUE,FALSE,24,Concur Travel,"Stone, Jon",2/15/2013,INPZKZ,Default Travel Class,2.77E+11,321,321,OA Consulting
,Alaska Airlines,Sabre,PerkinsE,2.1-4 wks,3/10/2013,0,TRUE,FALSE,24,Concur Travel,"Perkins, Estrella",3/11/2013,IKDURP,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,StoneJ,2.1-4 wks,3/17/2013,0,TRUE,FALSE,24,Concur Travel,"Stone, Jon",3/17/2013,INPZKZ,Default Travel Class,2.72E+11,0,0,OA Consulting
,Alaska Airlines,Sabre,PerkinsE,2.1-4 wks,3/17/2013,0,TRUE,FALSE,24,Concur Travel,"Perkins, Estrella",3/18/2013,IKDURP,Default Travel Class,2.72E+11,0,0,OA Consulting
5/3/2013,Alaska Airlines,Sabre,PriceJ,2.1-4 wks,4/7/2013,0,TRUE,FALSE,24,Concur Travel,"Price, Jonathon",4/9/2013,IQHYKM,Default Travel Class,2.77E+11,220,220,OA Consulting
9/19/2013,Alaska Airlines,Sabre,BushK,2.1-4 wks,9/1/2013,156.8,FALSE,FALSE,24,Concur Travel,"Bush, Kiersten",9/2/2013,IORMTT,Default Travel Class,2.77E+11,232,75,OA Consulting
,Alaska Airlines,Sabre,BushK,2.1-4 wks,9/22/2013,0,TRUE,FALSE,24,Concur Travel,"Bush, Kiersten",9/24/2013,IORMTT,Default Travel Class,2.72E+11,0,0,OA Consulting
